project_code,instrument_code,version_code,group_code,source_screen,field_code,source_survey_row,display_order,label_en,label_sw,hint_en,data_type,xlsform_type,base_type,required_mode,required_in_app,required_in_dataverse,choice_scheme_code,selection_mode,relevance_expression,constraint_expression,constraint_message,choice_filter,default_value,appearance,answer_storage_table,answer_storage_strategy,source_target_list,source_target_columns,source_file
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc10_cost_item,493,246,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc10_unit,494,247,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc10_quantity,495,248,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc10_unit_cost,496,249,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc11_cost_item,500,250,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc11_unit,501,251,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc11_quantity,502,252,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc11_unit_cost,503,253,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc12_cost_item,507,254,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc12_unit,508,255,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc12_quantity,509,256,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc12_unit_cost,510,257,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc13_cost_item,514,258,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc13_unit,515,259,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc13_quantity,516,260,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc13_unit_cost,517,261,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc14_cost_item,521,262,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc14_unit,522,263,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc14_quantity,523,264,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc14_unit_cost,524,265,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc15_cost_item,528,266,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc15_unit,529,267,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc15_quantity,530,268,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc15_unit_cost,531,269,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc16_cost_item,535,270,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc16_unit,536,271,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc16_quantity,537,272,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc16_unit_cost,538,273,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc17_cost_item,542,274,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc17_unit,543,275,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc17_quantity,544,276,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc17_unit_cost,545,277,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc18_cost_item,549,278,Production cost item,Kipengele cha gharama,,LookupVocabularyTerm,select_one cost_item,select_one,RequiredIfVisible,yes,no,cost_item,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc18_unit,550,279,Unit of measure,Kipimo,,LookupVocabularyTerm,select_one unit_measure,select_one,RequiredIfVisible,yes,no,unit_measure,Single,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc18_quantity,551,280,Quantity,Kiasi,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,productioncostlines,,vc18_unit_cost,552,281,Unit cost (TZS),Gharama kwa kila kipimo (TZS),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,,,,,,,mp_AnswerValue,normalized production cost line,TACATDP_ProductionCostLines,StageCode;CostItemValue;UnitValue;Quantity;UnitCostTZS,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,qty_sold,556,282,Quantity sold,Kiasi kilichouzwa,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,qty_sold,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,selling_price,557,283,Selling price (TZS per unit),Bei ya kuuza (TZS kwa kila kipimo),,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,selling_price,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,household_consumption,559,284,Quantity consumed at home,Kiasi kilichotumika nyumbani,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,household_consumption,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,baseline_loss,560,285,Post-harvest loss before TACATDP,Upotevu baada ya mavuno kabla ya mradi wa TACATDP,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,baseline_loss,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,current_loss,561,286,Post-harvest loss after TACATDP,Upotevu baada ya mavuno baada ya mradi wa TACATDP,,Decimal,decimal,decimal,RequiredIfVisible,yes,no,,,${quantify_cost}='1',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,current_loss,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,interventions,567,287,TACATDP intervention(s) received,Afua za mradi wa TACATDP ulizopatiwa,,MultiSelectVocabularyTermRows,select_multiple intervention,select_multiple,RequiredIfVisible,yes,no,intervention,Multiple,${quantify_cost}='1',,,,,,mp_MultiSelectAnswer,select_multiple child rows,TACATDP_MultiSelectAnswers,QuestionName;ChoiceValue,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,intervention_other,568,288,Specify other intervention,Taja afua nyingine,,Text,text,text,RequiredIfVisible,yes,no,,,"selected(${interventions}, '96')",,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,intervention_other,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,adaptation_result,569,289,Expected impact,Matokeo yanayotarajiwa,,MultiSelectVocabularyTermRows,select_multiple adaptation_result,select_multiple,RequiredIfVisible,yes,no,adaptation_result,Multiple,${quantify_cost}='1',,,,,,mp_MultiSelectAnswer,select_multiple child rows,TACATDP_MultiSelectAnswers,QuestionName;ChoiceValue,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,adaptation_result_other,570,290,Specify other intervention,Taja afua nyingine,,Text,text,text,RequiredIfVisible,yes,no,,,"selected(${adaptation_result}, '96')",,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,adaptation_result_other,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,verification,571,291,Source of verification,Chanzo cha uthibitisho,,LookupVocabularyTerm,select_one verification,select_one,RequiredIfVisible,yes,no,verification,Single,${quantify_cost}='1',,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_ProductionIncome,verificationValue;verificationLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_32_production_cost_income,Screen_32_production_cost_income,verification_other,572,292,Specify other source of verification,Taja chanzo kingine cha uthibitisho,,Text,text,text,RequiredIfVisible,yes,no,,,${verification}='96',,,,,,mp_AnswerValue,scalar input field,TACATDP_ProductionIncome,verification_other,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
