project_code,instrument_code,version_code,group_code,source_screen,field_code,source_survey_row,display_order,label_en,label_sw,hint_en,data_type,xlsform_type,base_type,required_mode,required_in_app,required_in_dataverse,choice_scheme_code,selection_mode,relevance_expression,constraint_expression,constraint_message,choice_filter,default_value,appearance,answer_storage_table,answer_storage_strategy,source_target_list,source_target_columns,source_file
tacatdp,impact_evaluation,phase3_source_v1,screen_19_fisheries_landing,Screen_19_fisheries_landing,landing_dy,228,121,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,landing_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_19_fisheries_landing,Screen_19_fisheries_landing,landing_im,229,122,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,landing_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_19_fisheries_landing,Screen_19_fisheries_landing,landing_if,230,123,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,landing_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_19_fisheries_landing,Screen_19_fisheries_landing,landing_iy,233,124,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,landing_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_20_aquaponics,Screen_20_aquaponics,aquaponics_dm,236,125,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaponics_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_20_aquaponics,Screen_20_aquaponics,aquaponics_df,237,126,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaponics_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_20_aquaponics,Screen_20_aquaponics,aquaponics_dy,240,127,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaponics_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_20_aquaponics,Screen_20_aquaponics,aquaponics_im,241,128,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaponics_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_20_aquaponics,Screen_20_aquaponics,aquaponics_if,242,129,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaponics_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_20_aquaponics,Screen_20_aquaponics,aquaponics_iy,245,130,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aquaponics_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_21_marketing,Screen_21_marketing,marketing_dm,248,131,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,marketing_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_21_marketing,Screen_21_marketing,marketing_df,249,132,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,marketing_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_21_marketing,Screen_21_marketing,marketing_dy,252,133,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,marketing_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_21_marketing,Screen_21_marketing,marketing_im,253,134,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,marketing_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_21_marketing,Screen_21_marketing,marketing_if,254,135,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,marketing_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_21_marketing,Screen_21_marketing,marketing_iy,257,136,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,marketing_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_22_consumption,Screen_22_consumption,consumption_dm,260,137,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,consumption_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_22_consumption,Screen_22_consumption,consumption_df,261,138,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,consumption_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_22_consumption,Screen_22_consumption,consumption_dy,264,139,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,consumption_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_22_consumption,Screen_22_consumption,consumption_im,265,140,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,consumption_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_22_consumption,Screen_22_consumption,consumption_if,266,141,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,consumption_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_22_consumption,Screen_22_consumption,consumption_iy,269,142,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,consumption_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_23_trainers_trainees,Screen_23_trainers_trainees,training_dm,272,143,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,training_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_23_trainers_trainees,Screen_23_trainers_trainees,training_df,273,144,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,training_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_23_trainers_trainees,Screen_23_trainers_trainees,training_dy,276,145,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,training_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_23_trainers_trainees,Screen_23_trainers_trainees,training_im,277,146,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,training_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_23_trainers_trainees,Screen_23_trainers_trainees,training_if,278,147,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,training_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_23_trainers_trainees,Screen_23_trainers_trainees,training_iy,281,148,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,training_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_24_collective_engagement,Screen_24_collective_engagement,aracsa_dm,284,149,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aracsa_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_24_collective_engagement,Screen_24_collective_engagement,aracsa_df,285,150,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aracsa_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_24_collective_engagement,Screen_24_collective_engagement,aracsa_dy,288,151,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aracsa_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_24_collective_engagement,Screen_24_collective_engagement,aracsa_im,289,152,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aracsa_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_24_collective_engagement,Screen_24_collective_engagement,aracsa_if,290,153,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aracsa_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_24_collective_engagement,Screen_24_collective_engagement,aracsa_iy,293,154,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,aracsa_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_25_other_value_chain,Screen_25_other_value_chain,other_dm,296,155,Direct Male Beneficiaries,Wanufaika wa Kiume wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,other_dm,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_25_other_value_chain,Screen_25_other_value_chain,other_df,297,156,Direct Female Beneficiaries,Wanufaika wa Kike wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,other_df,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_25_other_value_chain,Screen_25_other_value_chain,other_dy,300,157,Direct Youth (18-35),Vijana wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,other_dy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_25_other_value_chain,Screen_25_other_value_chain,other_im,301,158,Indirect Male Beneficiaries,Wanufaika wa Kiume Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,other_im,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_25_other_value_chain,Screen_25_other_value_chain,other_if,302,159,Indirect Female Beneficiaries,Wanufaika wa Kike Wasio wa Moja kwa Moja,,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,other_if,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_25_other_value_chain,Screen_25_other_value_chain,other_iy,305,160,Indirect Youth (18-35),Vijana Wasio wa Moja kwa Moja (18-35),,WholeNumber,integer,integer,RequiredIfVisible,yes,no,,,,,,,0,,mp_AnswerValue,scalar input field,TACATDP_Beneficiaries,other_iy,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,exclusion_screen_passed,336,161,Exclusion Screen Passed?,"Je, uchunguzi wa vigezo vya kutengwa umefaulu?",,LookupVocabularyTerm,select_one Yes_No,select_one,RequiredIfVisible,yes,no,yes_no,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,exclusion_screen_passedValue;exclusion_screen_passedLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,es_risk_category,337,162,E&S Risk Category,Kundi la Hatari za Kimazingira na Kijamii,,LookupVocabularyTerm,select_one risk_category,select_one,RequiredIfVisible,yes,no,risk_category,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,es_risk_categoryValue;es_risk_categoryLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,disclosure_published,338,163,Disclosure Published?,"Je, taarifa imechapishwa?",,LookupVocabularyTerm,select_one Yes_No,select_one,RequiredIfVisible,yes,no,yes_no,Single,${es_risk_category}=‘B’,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,disclosure_publishedValue;disclosure_publishedLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,disclosure_date,339,164,Disclosure Date,Tarehe ya Kuchapishwa,,DateOnly,date,date,RequiredIfVisible,yes,no,,,${disclosure_published}=‘1’,,,,,,mp_AnswerValue,scalar input field,TACATDP_SafeguardsClimate,disclosure_date,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,grm_complaint,340,165,GRM Complaint?,"Je, kuna malalamiko kupitia GRM?",,LookupVocabularyTerm,select_one Yes_No,select_one,RequiredIfVisible,yes,no,yes_no,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,grm_complaintValue;grm_complaintLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,ess_grievance,341,166,Is there an ESS related grievance/complaint related to project/farm?,"Je, kuna malalamiko yanayohusiana na ESS katika mradi/shamba?",,LookupVocabularyTerm,select_one Yes_No,select_one,RequiredIfVisible,yes,no,yes_no,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,ess_grievanceValue;ess_grievanceLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,grievance_name,342,167,Briefly name the Complaint/Grievance,Taja kwa ufupi malalamiko hayo,,Text,text,text,RequiredIfVisible,yes,no,,,${ess_grievance}=‘1’,,,,,,mp_AnswerValue,scalar input field,TACATDP_SafeguardsClimate,grievance_name,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,grievance_stage,343,168,What stage of GRM for above Compliant/Grivance?,Malalamiko yako katika hatua gani ya GRM?,,LookupVocabularyTerm,select_one grievance_stage,select_one,RequiredIfVisible,yes,no,grievance_stage,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,grievance_stageValue;grievance_stageLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,grievance_name_other,344,169,Other stage of GRM for above Compliant/Grivance?,Malalamiko yako mengine katika hatua gani ya GRM,,Text,text,text,RequiredIfVisible,yes,no,,,${grievance_stage}=‘96’,,,,,,mp_AnswerValue,scalar input field,TACATDP_SafeguardsClimate,grievance_name_other,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,Climate_hazards,345,170,Climate hazards  affected  farm/business in the past 3–5 years,Majanga ya hali ya hewa yaliyoathiri shamba/biashara katika kipindi cha miaka 3–5 iliyopita,,MultiSelectVocabularyTermRows,select_multiple Climate_hazards,select_multiple,RequiredIfVisible,yes,no,climate_hazards,Multiple,,,,,,,mp_MultiSelectAnswer,select_multiple child rows,TACATDP_MultiSelectAnswers,QuestionName;ChoiceValue,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,safeguardsclimate,,other_Climate_hazards,346,171,"Please specify the ""other"" Climate_hazards.",Tafadhali taja janga lingine la hali ya hewa ambalo halijaorodheshwa hapo juu,,Text,text,text,RequiredIfVisible,yes,no,,,"selected(${Climate_hazards}, '96')",,,,,,mp_AnswerValue,scalar input field,TACATDP_SafeguardsClimate,other_Climate_hazards,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,frequently,347,172,How frequently do these climate events occur,Matukio haya ya hali ya hewa hutokea mara ngapi?,,LookupVocabularyTerm,select_one frequently,select_one,RequiredIfVisible,yes,no,frequently,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,frequentlyValue;frequentlyLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,collateral,348,173,Assets used as collateral for your farming/business loan?,Ni mali zipi zimetumika kama dhamana ya mkopo wako wa kilimo au biashara?,,MultiSelectVocabularyTermRows,select_multiple collateral,select_multiple,RequiredIfVisible,yes,no,collateral,Multiple,,,,,,,mp_MultiSelectAnswer,select_multiple child rows,TACATDP_MultiSelectAnswers,QuestionName;ChoiceValue,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,safeguardsclimate,,other_collateral,349,174,"Please specify the ""other""",Tafadhali taja nyingine,,Text,text,text,RequiredIfVisible,yes,no,,,"selected(${collateral}, '96')",,,,,,mp_AnswerValue,scalar input field,TACATDP_SafeguardsClimate,other_collateral,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_27_safeguards_climate,Screen_27_safeguards_climate,exposure_level,350,175,How exposed is your collateral to climate risks?,Dhamana yako imeathiriwa kwa kiwango gani na hatari za hali ya hewa?,,LookupVocabularyTerm,select_one exposure_level,select_one,RequiredIfVisible,yes,no,exposure_level,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_SafeguardsClimate,exposure_levelValue;exposure_levelLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_28_insurance_guarantee,Screen_28_insurance_guarantee,accessed_insurance,354,176,Accessed TACATDP Insurance,"Je, alinufaika na Bima ya TACATDP?",,LookupVocabularyTerm,select_one Yes_No,select_one,RequiredIfVisible,yes,no,yes_no,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_InsuranceGuarantee,accessed_insuranceValue;accessed_insuranceLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_28_insurance_guarantee,Screen_28_insurance_guarantee,insurance_year,355,177,Insurance Year,Mwaka wa Bima,,LookupVocabularyTerm,select_one insurance_year,select_one,RequiredIfVisible,yes,no,insurance_year,Single,${accessed_insurance}='1',,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_InsuranceGuarantee,insurance_yearValue;insurance_yearLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_28_insurance_guarantee,Screen_28_insurance_guarantee,insurance_type,356,178,Insurance Type,Aina ya Bima,,LookupVocabularyTerm,select_one insurance_type,select_one,RequiredIfVisible,yes,no,insurance_type,Single,${accessed_insurance}='1',,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_InsuranceGuarantee,insurance_typeValue;insurance_typeLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_28_insurance_guarantee,Screen_28_insurance_guarantee,guarantee_coverage,359,179,Guarantee Coverage %,Asilimia ya Dhamana (%),,LookupVocabularyTerm,select_one guarantee_coverage,select_one,RequiredIfVisible,yes,no,guarantee_coverage,Single,${qualified_guarantee}='1',,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_InsuranceGuarantee,guarantee_coverageValue;guarantee_coverageLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,baseline_tech,363,180,Baseline Technology,Baseline Technology – Teknolojia ya Awali,,LookupVocabularyTerm,select_one baseline_tech_list,select_one,RequiredIfVisible,yes,no,baseline_tech_list,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,baseline_techValue;baseline_techLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,other_baseline_tech,364,181,Other Baseline Technology,Other Baseline Technology – Teknolojia Nyingine ya Awali (Tafadhali Eleza),,Text,text,text,RequiredIfVisible,yes,no,,,${baseline_tech}='96',,,,,,mp_AnswerValue,scalar input field,TACATDP_GHGWaterYield,other_baseline_tech,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
tacatdp,impact_evaluation,phase3_source_v1,screen_29_ghg_quantification,Screen_29_ghg_quantification,new_tech,365,182,New Financed Technology,New Financed Technology – Teknolojia Mpya Iliyofadhiliwa,,LookupVocabularyTerm,select_one new_tech_list,select_one,RequiredIfVisible,yes,no,new_tech_list,Single,,,,,,,mp_AnswerValue,select_one stored as text value/label from reference data for delegation and export fidelity,TACATDP_GHGWaterYield,new_techValue;new_techLabel,docs/xlsform-field-inventory.csv;schemas/xlsform-to-list-mapping.csv
