ChoiceValue,LabelEn,LabelSw,RegionValue,DistrictValue,SortOrder
667,Mlenge,Mlenge,5,30,667
668,Magulilwa,Magulilwa,5,30,668
669,Lyamgungwe,Lyamgungwe,5,30,669
670,Mgama,Mgama,5,30,670
671,Luhota,Luhota,5,30,671
672,Mseke,Mseke,5,30,672
673,Masaka,Masaka,5,30,673
674,Ikweha,Ikweha,5,31,674
675,Sadani,Sadani,5,31,675
676,Igombavanu,Igombavanu,5,31,676
677,Kibengu,Kibengu,5,31,677
678,Ihalimba,Ihalimba,5,31,678
679,Mapanda,Mapanda,5,31,679
680,Mpanga Tazara,Mpanga Tazara,5,31,680
681,Mninga,Mninga,5,31,681
682,Igowole,Igowole,5,31,682
683,Kasanga,Kasanga,5,31,683
684,Makungu,Makungu,5,31,684
685,Kiyowela,Kiyowela,5,31,685
686,Idete,Idete,5,31,686
687,Mtambula,Mtambula,5,31,687
688,Itandula,Itandula,5,31,688
689,Mbalamaziwa,Mbalamaziwa,5,31,689
690,Nyololo,Nyololo,5,31,690
691,Maduma,Maduma,5,31,691
692,Malangali,Malangali,5,31,692
693,Idunda,Idunda,5,31,693
694,Ihowanza,Ihowanza,5,31,694
695,Ifwagi,Ifwagi,5,31,695
696,Ikongosi,Ikongosi,5,31,696
697,Mdabulo,Mdabulo,5,31,697
698,Ihanu,Ihanu,5,31,698
699,Mtwango,Mtwango,5,31,699
700,Luhunga,Luhunga,5,31,700
701,Kashai,Kashai,6,32,701
702,Bilele,Bilele,6,32,702
703,Hamugembe,Hamugembe,6,32,703
704,Miembeni,Miembeni,6,32,704
705,Bakoba,Bakoba,6,32,705
706,Ijuganyondo,Ijuganyondo,6,32,706
707,Kibeta,Kibeta,6,32,707
708,Kitendaguro,Kitendaguro,6,32,708
709,Nshambya,Nshambya,6,32,709
710,Rwamishenye,Rwamishenye,6,32,710
711,Buhembe,Buhembe,6,32,711
712,Nyanga,Nyanga,6,32,712
713,Kahororo,Kahororo,6,32,713
714,Kagondo,Kagondo,6,32,714
715,Kalenge,Kalenge,6,33,715
716,Nyanza,Nyanza,6,33,716
717,Lusahunga,Lusahunga,6,33,717
718,Nyantakara,Nyantakara,6,33,718
719,Kaniha,Kaniha,6,33,719
720,Nyakahura,Nyakahura,6,33,720
721,Ruziba,Ruziba,6,33,721
722,Bisibo,Bisibo,6,33,722
723,Nyamigogo,Nyamigogo,6,33,723
724,Katahoka,Katahoka,6,33,724
725,Nyarubungo,Nyarubungo,6,33,725
726,Nyamahanga,Nyamahanga,6,33,726
727,Kabindi,Kabindi,6,33,727
728,Runazi,Runazi,6,33,728
729,Nyabusozi,Nyabusozi,6,33,729
730,Nemba,Nemba,6,33,730
731,Biharamulo Mjini,Biharamulo Mjini,6,33,731
732,Behendangabo,Behendangabo,6,34,732
733,Kaagya,Kaagya,6,34,733
734,Kishanje,Kishanje,6,34,734
735,Rubafu,Rubafu,6,34,735
736,Nyakato,Nyakato,6,34,736
737,Katoma,Katoma,6,34,737
738,Karabagaine,Karabagaine,6,34,738
739,Maruku,Maruku,6,34,739
740,Kanyangereko,Kanyangereko,6,34,740
741,Katoro,Katoro,6,34,741
742,Bujugo,Bujugo,6,34,742
743,Katerero,Katerero,6,34,743
744,Kyamulaile,Kyamulaile,6,34,744
745,Mikoni,Mikoni,6,34,745
746,Nyakibimbili,Nyakibimbili,6,34,746
747,Kasharu,Kasharu,6,34,747
748,Ibwera,Ibwera,6,34,748
749,Kaibanja,Kaibanja,6,34,749
750,Kishogo,Kishogo,6,34,750
751,Kemondo,Kemondo,6,34,751
752,Kibirizi,Kibirizi,6,34,752
753,Butelankuzi,Butelankuzi,6,34,753
754,Ruhunga,Ruhunga,6,34,754
755,Kikomelo,Kikomelo,6,34,755
756,Izimbya,Izimbya,6,34,756
757,Rubale,Rubale,6,34,757
758,Mugajwale,Mugajwale,6,34,758
759,Kyaitoke,Kyaitoke,6,34,759
760,Rukoma,Rukoma,6,34,760
761,Nyaishozi,Nyaishozi,6,35,761
762,Ihembe,Ihembe,6,35,762
763,Rugu,Rugu,6,35,763
764,Nyakasimbi,Nyakasimbi,6,35,764
765,Nyakakika,Nyakakika,6,35,765
766,Nyakabanga,Nyakabanga,6,35,766
767,Kibondo,Kibondo,6,35,767
768,Bweranyange,Bweranyange,6,35,768
769,Nyabiyonza,Nyabiyonza,6,35,769
770,Kamagambo,Kamagambo,6,35,770
771,Kiruruma,Kiruruma,6,35,771
772,Igurwa,Igurwa,6,35,772
773,Kanoni,Kanoni,6,35,773
774,Kihanga,Kihanga,6,35,774
775,Chanika,Chanika,6,35,775
776,Kituntu,Kituntu,6,35,776
777,Ndama,Ndama,6,35,777
778,Rugera,Rugera,6,35,778
779,Chonyonyo,Chonyonyo,6,35,779
780,Nyakahanga,Nyakahanga,6,35,780
781,Kayanga,Kayanga,6,35,781
782,Bugene,Bugene,6,35,782
783,Ihanda,Ihanda,6,35,783
784,Murongo,Murongo,6,36,784
785,Kibingo,Kibingo,6,36,785
786,Bugomora,Bugomora,6,36,786
787,Kibare,Kibare,6,36,787
788,Kaisho,Kaisho,6,36,788
789,Rutunguru,Rutunguru,6,36,789
790,Isingiro,Isingiro,6,36,790
791,Kyerwa,Kyerwa,6,36,791
792,Nyaruzumbura,Nyaruzumbura,6,36,792
793,Businde,Businde,6,36,793
794,Bugara,Bugara,6,36,794
795,Mabira,Mabira,6,36,795
796,Nyakatuntu,Nyakatuntu,6,36,796
797,Kamuli,Kamuli,6,36,797
798,Kitwe,Kitwe,6,36,798
799,Kimuli,Kimuli,6,36,799
800,Kakanja,Kakanja,6,36,800
801,Kikukuru,Kikukuru,6,36,801
802,Rwabwere,Rwabwere,6,36,802
803,Iteera,Iteera,6,36,803
804,Nkwenda,Nkwenda,6,36,804
805,Rukuraijo,Rukuraijo,6,36,805
806,Kitwechenkura,Kitwechenkura,6,36,806
807,Songambele,Songambele,6,36,807
808,Ishozi,Ishozi,6,37,808
809,Bwanjai,Bwanjai,6,37,809
810,Ishunju,Ishunju,6,37,810
811,Buyango,Buyango,6,37,811
812,Ruzinga,Ruzinga,6,37,812
813,Bugandika,Bugandika,6,37,813
814,Kitobo,Kitobo,6,37,814
815,Gera,Gera,6,37,815
816,Kanyigo,Kanyigo,6,37,816
817,Kashenye,Kashenye,6,37,817
818,Bugorora,Bugorora,6,37,818
819,Mushasha,Mushasha,6,37,819
820,Kyaka,Kyaka,6,37,820
821,Kilimilile,Kilimilile,6,37,821
822,Mabale,Mabale,6,37,822
823,Kassambya,Kassambya,6,37,823
824,Minziro,Minziro,6,37,824
825,Nsunga,Nsunga,6,37,825
826,Mutukula,Mutukula,6,37,826
827,Kakunyu,Kakunyu,6,37,827
828,Mushabago,Mushabago,6,38,828
829,Nyakatanga,Nyakatanga,6,38,829
830,Ngenge,Ngenge,6,38,830
831,Rutoro,Rutoro,6,38,831
832,Nshamba,Nshamba,6,38,832
833,Kishanda,Kishanda,6,38,833
834,Biirabo,Biirabo,6,38,834
835,Ijumbi,Ijumbi,6,38,835
836,Buganguzi,Buganguzi,6,38,836
837,Kashasha,Kashasha,6,38,837
838,Kabirizi,Kabirizi,6,38,838
839,Izigo,Izigo,6,38,839
840,Katoke,Katoke,6,38,840
841,Muhutwe,Muhutwe,6,38,841
842,Mayondwe,Mayondwe,6,38,842
843,Bumbire,Bumbire,6,38,843
844,Kagoma,Kagoma,6,38,844
845,Kikuku,Kikuku,6,38,845
846,Goziba,Goziba,6,38,846
847,Kerebe,Kerebe,6,38,847
848,Kamachumu,Kamachumu,6,38,848
849,Bulyakashaju,Bulyakashaju,6,38,849
850,Ruhanga,Ruhanga,6,38,850
851,Mafumbo,Mafumbo,6,38,851
852,Ibuga,Ibuga,6,38,852
853,Kimwani,Kimwani,6,38,853
854,Nyakabango,Nyakabango,6,38,854
855,Karambi,Karambi,6,38,855
856,Kasharunga,Kasharunga,6,38,856
857,Rulanda,Rulanda,6,38,857
858,Mubunda,Mubunda,6,38,858
859,Bisheke,Bisheke,6,38,859
860,Kyebitembe,Kyebitembe,6,38,860
861,Burungura,Burungura,6,38,861
862,Ikuza,Ikuza,6,38,862
863,Kibanga,Kibanga,6,38,863
864,Ikondo,Ikondo,6,38,864
865,Buhangaza,Buhangaza,6,38,865
866,Magata/Karutanga,Magata/Karutanga,6,38,866
867,Gwanseli,Gwanseli,6,38,867
868,Bureza,Bureza,6,38,868
869,Mazinga,Mazinga,6,38,869
870,Muleba,Muleba,6,38,870
871,Kanazi,Kanazi,6,39,871
872,Mugoma,Mugoma,6,39,872
873,Kirushya,Kirushya,6,39,873
874,Mabawe,Mabawe,6,39,874
875,Kabanga,Kabanga,6,39,875
876,Murusagamba,Murusagamba,6,39,876
877,Nyamagoma,Nyamagoma,6,39,877
878,Muganza,Muganza,6,39,878
879,Nyakisasa,Nyakisasa,6,39,879
880,Mbuba,Mbuba,6,39,880
881,Bukiriro,Bukiriro,6,39,881
882,Bugarama,Bugarama,6,39,882
883,Kibogora,Kibogora,6,39,883
884,Keza,Keza,6,39,884
885,Rusumo,Rusumo,6,39,885
886,Kasulo,Kasulo,6,39,886
887,Nyamiaga,Nyamiaga,6,39,887
888,Murukurazo,Murukurazo,6,39,888
889,Ntobeye,Ntobeye,6,39,889
890,Kibimba,Kibimba,6,39,890
891,Ngara  Mjini,Ngara  Mjini,6,39,891
892,Rulenge,Rulenge,6,39,892
893,Kashaulili,Kashaulili,7,40,893
894,Majengo,Majengo,7,40,894
895,Nsemulwa,Nsemulwa,7,40,895
896,Uwanja wa Ndege,Uwanja wa Ndege,7,40,896
897,Kawajense,Kawajense,7,40,897
898,Kazima,Kazima,7,40,898
899,Makanyagio,Makanyagio,7,40,899
900,Shanwe,Shanwe,7,40,900
901,Mpanda Hotel,Mpanda Hotel,7,40,901
902,Ilembo,Ilembo,7,40,902
903,Misunkumilo,Misunkumilo,7,40,903
904,Mwamkulu,Mwamkulu,7,40,904
905,Kakese,Kakese,7,40,905
906,Magamba,Magamba,7,40,906
907,Kasokola,Kasokola,7,40,907
908,Karema,Karema,7,41,908
909,Kapalamsenga,Kapalamsenga,7,41,909
910,Ikola,Ikola,7,41,910
911,Isengule,Isengule,7,41,911
912,Katuma,Katuma,7,41,912
913,Mwese,Mwese,7,41,913
914,Kasekese,Kasekese,7,41,914
915,Sibwesa,Sibwesa,7,41,915
916,Kabungu,Kabungu,7,41,916
917,Mnyagala,Mnyagala,7,41,917
918,Tongwe,Tongwe,7,41,918
919,Mpandandogo,Mpandandogo,7,41,919
920,Mishamo,Mishamo,7,41,920
921,Ilangu,Ilangu,7,41,921
922,Bulamata,Bulamata,7,41,922
923,Ipwaga,Ipwaga,7,41,923
924,Nsimbo,Nsimbo,7,42,924
925,Kapalala,Kapalala,7,42,925
926,Mtapenda,Mtapenda,7,42,926
927,Machimboni,Machimboni,7,42,927
928,Ibindi,Ibindi,7,42,928
929,Itenka,Itenka,7,42,929
930,Sitalike,Sitalike,7,42,930
931,Uruwira,Uruwira,7,42,931
932,Ugalla,Ugalla,7,42,932
933,Litapunga,Litapunga,7,42,933
934,Kanoge,Kanoge,7,42,934
935,Katumba,Katumba,7,42,935
936,Ilunde,Ilunde,7,43,936
937,Ilela,Ilela,7,43,937
938,Utende,Utende,7,43,938
939,Inyonga,Inyonga,7,43,939
940,Kamsisi,Kamsisi,7,43,940
941,Nsenkwa,Nsenkwa,7,43,941
942,Mamba,Mamba,7,44,942
943,Kasansa,Kasansa,7,44,943
944,Majimoto,Majimoto,7,44,944
945,Mwamapuli,Mwamapuli,7,44,945
946,Chamalendi,Chamalendi,7,44,946
947,Kibaoni,Kibaoni,7,44,947
948,Usevya,Usevya,7,44,948
949,Ikuba,Ikuba,7,44,949
950,Mbede,Mbede,7,44,950
951,Kumnyika,Kumnyika,8,45,951
952,Kumsenga,Kumsenga,8,45,952
953,Murubona,Murubona,8,45,953
954,Murusi,Murusi,8,45,954
955,Mwilavya,Mwilavya,8,45,955
956,Kigondo,Kigondo,8,45,956
957,Murufiti,Murufiti,8,45,957
958,Nyansha,Nyansha,8,45,958
959,Ruhita,Ruhita,8,45,959
960,Msambara,Msambara,8,45,960
961,Nyumbigwa,Nyumbigwa,8,45,961
962,Kimobwa,Kimobwa,8,45,962
963,Muhunga,Muhunga,8,45,963
964,Heru Juu,Heru Juu,8,45,964
965,Muganza,Muganza,8,45,965
966,Mwanga Kaskazini,Mwanga Kaskazini,8,46,966
967,Mwanga Kusini,Mwanga Kusini,8,46,967
968,Bangwe,Bangwe,8,46,968
969,Kigoma,Kigoma,8,46,969
970,Katubuka,Katubuka,8,46,970
971,Kibirizi,Kibirizi,8,46,971
972,Gungu,Gungu,8,46,972
973,Buzebazeba,Buzebazeba,8,46,973
974,Rusimbi,Rusimbi,8,46,974
975,Businde,Businde,8,46,975
976,Buhanda,Buhanda,8,46,976
977,Kitongoni,Kitongoni,8,46,977
978,Kipampa,Kipampa,8,46,978
979,Kasimbu,Kasimbu,8,46,979
980,Kasingirima,Kasingirima,8,46,980
981,Rubuga,Rubuga,8,46,981
982,Kagera,Kagera,8,46,982
983,Majengo,Majengo,8,46,983
984,Machinjioni,Machinjioni,8,46,984
985,Kibande,Kibande,8,47,985
986,Buhigwe,Buhigwe,8,47,986
987,Rusaba,Rusaba,8,47,987
988,Kinazi,Kinazi,8,47,988
989,Munzeze,Munzeze,8,47,989
990,Janda,Janda,8,47,990
991,Bukuba,Bukuba,8,47,991
992,Muhinda,Muhinda,8,47,992
993,Mubanga,Mubanga,8,47,993
994,Munanila,Munanila,8,47,994
995,Mkatanga,Mkatanga,8,47,995
996,Mwayaya,Mwayaya,8,47,996
997,Kibwigwa,Kibwigwa,8,47,997
998,Munyegera,Munyegera,8,47,998
999,Muyama,Muyama,8,47,999
1000,Kajana,Kajana,8,47,1000
1001,Kilelema,Kilelema,8,47,1001
1002,Mugera,Mugera,8,47,1002
1003,Nyamugali,Nyamugali,8,47,1003
1004,Biharu,Biharu,8,47,1004
1005,Kasanda,Kasanda,8,48,1005
1006,Mugunzu,Mugunzu,8,48,1006
1007,Gwanumpu,Gwanumpu,8,48,1007
1008,Katanga,Katanga,8,48,1008
1009,Kakonko,Kakonko,8,48,1009
1010,Kanyonza,Kanyonza,8,48,1010
1011,Kiziguzigu,Kiziguzigu,8,48,1011
1012,Kasuga,Kasuga,8,48,1012
1013,Rugenge,Rugenge,8,48,1013
1014,Gwarama,Gwarama,8,48,1014
1015,Muhange,Muhange,8,48,1015
1016,Nyabibuye,Nyabibuye,8,48,1016
1017,Nyamtukuza,Nyamtukuza,8,48,1017
1018,Rungwe Mpya,Rungwe Mpya,8,49,1018
1019,Asante Nyerere,Asante Nyerere,8,49,1019
1020,Shunguliba,Shunguliba,8,49,1020
1021,Kurugongo,Kurugongo,8,49,1021
1022,Titye,Titye,8,49,1022
1023,Nyamnyusi,Nyamnyusi,8,49,1023
1024,Buhoro,Buhoro,8,49,1024
1025,Nyakitonto,Nyakitonto,8,49,1025
1026,Nyachenda,Nyachenda,8,49,1026
1027,Kitagata,Kitagata,8,49,1027
1028,Makere,Makere,8,49,1028
1029,Nyamidaho,Nyamidaho,8,49,1029
1030,Heru Ushingo,Heru Ushingo,8,49,1030
1031,Kager Nkanda,Kager Nkanda,8,49,1031
1032,Kitanga,Kitanga,8,49,1032
1033,Kigembe,Kigembe,8,49,1033
1034,Kwaga,Kwaga,8,49,1034
1035,Kalela,Kalela,8,49,1035
1036,Rusesa,Rusesa,8,49,1036
1037,Muzye,Muzye,8,49,1037
1038,Bugaga,Bugaga,8,49,1038
1039,Rugongwe,Rugongwe,8,50,1039
1040,Busunzu,Busunzu,8,50,1040
1041,Busagara,Busagara,8,50,1041
1042,Nyaruyoba,Nyaruyoba,8,50,1042
1043,Mabamba,Mabamba,8,50,1043
1044,Kizazi,Kizazi,8,50,1044
1045,Kumsenga,Kumsenga,8,50,1045
1046,Kagezi,Kagezi,8,50,1046
1047,Itaba,Itaba,8,50,1047
1048,Mukabuye,Mukabuye,8,50,1048
1049,Murungu,Murungu,8,50,1049
1050,Bitare,Bitare,8,50,1050
1051,Misezero,Misezero,8,50,1051
1052,Bunyambo,Bunyambo,8,50,1052
1053,Kitahana,Kitahana,8,50,1053
1054,Rusohoko,Rusohoko,8,50,1054
1055,Kibondo Mjini,Kibondo Mjini,8,50,1055
1056,Biturana,Biturana,8,50,1056
1057,Kumwambu,Kumwambu,8,50,1057
1058,Mahembe,Mahembe,8,51,1058
1059,Nkungwe,Nkungwe,8,51,1059
1060,Bitale,Bitale,8,51,1060
1061,Mkongoro,Mkongoro,8,51,1061
1062,Matendo,Matendo,8,51,1062
1063,Kidahwe,Kidahwe,8,51,1063
1064,Simbo,Simbo,8,51,1064
1065,Mkigo,Mkigo,8,51,1065
1066,Nyarubanda,Nyarubanda,8,51,1066
1067,Kalinzi,Kalinzi,8,51,1067
1068,Kagunga,Kagunga,8,51,1068
1069,Mwamgongo,Mwamgongo,8,51,1069
1070,Kagongo,Kagongo,8,51,1070
1071,Ziwani,Ziwani,8,51,1071
1072,Mungonya,Mungonya,8,51,1072
1073,Mwandiga,Mwandiga,8,51,1073
1074,Uvinza,Uvinza,8,52,1074
1075,Basanza,Basanza,8,52,1075
1076,Nguruka,Nguruka,8,52,1076
1077,Itebula,Itebula,8,52,1077
1078,Mganza,Mganza,8,52,1078
1079,Mtegowanoti,Mtegowanoti,8,52,1079
1080,Igalula,Igalula,8,52,1080
1081,Buhingu,Buhingu,8,52,1081
1082,Sigunga,Sigunga,8,52,1082
1083,Herembe,Herembe,8,52,1083
1084,Kalya,Kalya,8,52,1084
1085,Kandaga,Kandaga,8,52,1085
1086,Kazuramimba,Kazuramimba,8,52,1086
1087,Sunuka,Sunuka,8,52,1087
1088,Mwakizega,Mwakizega,8,52,1088
1089,Ilagala,Ilagala,8,52,1089
1090,Mawenzi,Mawenzi,9,53,1090
1091,Majengo,Majengo,9,53,1091
1092,Miembeni,Miembeni,9,53,1092
1093,Mji Mpya,Mji Mpya,9,53,1093
1094,Msaranga,Msaranga,9,53,1094
1095,Ng’ambo,Ng’ambo,9,53,1095
1096,Kiborloni,Kiborloni,9,53,1096
1097,Njoro,Njoro,9,53,1097
1098,Bondeni,Bondeni,9,53,1098
1099,Pasua,Pasua,9,53,1099
1100,Bomambuzi,Bomambuzi,9,53,1100
1101,Kaloleni,Kaloleni,9,53,1101
1102,Rau,Rau,9,53,1102
1103,Mfumuni,Mfumuni,9,53,1103
1104,Longuo 'B',Longuo 'B',9,53,1104
1105,Kiusa,Kiusa,9,53,1105
1106,Korongoni,Korongoni,9,53,1106
1107,Soweto,Soweto,9,53,1107
1108,Karanga,Karanga,9,53,1108
1109,Shirimatunda,Shirimatunda,9,53,1109
1110,Kilimanjaro,Kilimanjaro,9,53,1110
1111,Machame Mashariki,Machame Mashariki,9,54,1111
1112,Machame Narumu,Machame Narumu,9,54,1112
1113,Weruweru,Weruweru,9,54,1113
1114,Mnadani,Mnadani,9,54,1114
1115,Machame Kaskazini,Machame Kaskazini,9,54,1115
1116,Machame Magharibi,Machame Magharibi,9,54,1116
1117,Machame Uroki,Machame Uroki,9,54,1117
1118,Masama Mashariki,Masama Mashariki,9,54,1118
1119,Romu,Romu,9,54,1119
1120,Masama Kusini,Masama Kusini,9,54,1120
1121,Masama Kati,Masama Kati,9,54,1121
1122,Masama Magharibi,Masama Magharibi,9,54,1122
1123,Masama Rundugai,Masama Rundugai,9,54,1123
1124,KIA,KIA,9,54,1124
1125,Bomang’ombe,Bomang’ombe,9,54,1125
1126,Muungano,Muungano,9,54,1126
1127,Bondeni,Bondeni,9,54,1127
1128,Sanya Juu,Sanya Juu,9,55,1128
1129,Gararagua,Gararagua,9,55,1129
1130,Karansi,Karansi,9,55,1130
1131,Biriri,Biriri,9,55,1131
1132,Songu,Songu,9,55,1132
1133,Makiwaru,Makiwaru,9,55,1133
1134,Olkolili,Olkolili,9,55,1134
1135,Ormelili,Ormelili,9,55,1135
1136,Donyomurwak,Donyomurwak,9,55,1136
1137,Ngarenairobi,Ngarenairobi,9,55,1137
1138,Ndumeti,Ndumeti,9,55,1138
1139,Miti  Mirefu,Miti  Mirefu,9,55,1139
1140,Livishi,Livishi,9,55,1140
1141,Nasai,Nasai,9,55,1141
1142,Ivaeny,Ivaeny,9,55,1142
1143,Kirua,Kirua,9,55,1143
1144,Kashashi,Kashashi,9,55,1144
1145,Old Moshi Mashariki,Old Moshi Mashariki,9,56,1145
1146,Old Moshi Magharibi,Old Moshi Magharibi,9,56,1146
1147,Kimochi,Kimochi,9,56,1147
1148,Mabogini,Mabogini,9,56,1148
1149,Arusha Chini,Arusha Chini,9,56,1149
1150,Uru Kaskazini,Uru Kaskazini,9,56,1150
1151,Uru Kusini,Uru Kusini,9,56,1151
1152,Mbokomu,Mbokomu,9,56,1152
1153,Uru Mashariki,Uru Mashariki,9,56,1153
1154,Uru Shimbwe,Uru Shimbwe,9,56,1154
1155,Kirua Vunjo Kusini,Kirua Vunjo Kusini,9,56,1155
1156,Kirua Vunjo Magharibi,Kirua Vunjo Magharibi,9,56,1156
1157,Kirua Vunjo Mashariki,Kirua Vunjo Mashariki,9,56,1157
1158,Kahe Mashariki,Kahe Mashariki,9,56,1158
1159,Kahe Magharibi,Kahe Magharibi,9,56,1159
1160,Kilema Kusini,Kilema Kusini,9,56,1160
1161,Kilema Kati,Kilema Kati,9,56,1161
1162,Kilema Kaskazini,Kilema Kaskazini,9,56,1162
1163,Mwika Kusini,Mwika Kusini,9,56,1163
1164,Mwika Kaskazini,Mwika Kaskazini,9,56,1164
1165,Mamba Kusini,Mamba Kusini,9,56,1165
1166,Mamba Kaskazini,Mamba Kaskazini,9,56,1166
1167,Marangu Mashariki,Marangu Mashariki,9,56,1167
1168,Marangu Magharibi,Marangu Magharibi,9,56,1168
1169,Kibosho Okaoni,Kibosho Okaoni,9,56,1169
1170,Kibosho Kati,Kibosho Kati,9,56,1170
1171,Kibosho Kirima,Kibosho Kirima,9,56,1171
1172,Kibosho Mashariki,Kibosho Mashariki,9,56,1172
1173,Kibosho Magharibi,Kibosho Magharibi,9,56,1173
1174,Kindi,Kindi,9,56,1174
1175,Makuyuni,Makuyuni,9,56,1175
1176,Njia Panda,Njia Panda,9,56,1176
1177,Jipe,Jipe,9,57,1177
1178,Kigonigoni,Kigonigoni,9,57,1178
1179,Kivisini,Kivisini,9,57,1179
1180,Kwakoa,Kwakoa,9,57,1180
1181,Toloha,Toloha,9,57,1181
1182,Msangeni,Msangeni,9,57,1182
1183,Kifula,Kifula,9,57,1183
1184,Mwaniko,Mwaniko,9,57,1184
1185,Shighatini,Shighatini,9,57,1185
1186,Lembeni,Lembeni,9,57,1186
1187,Mgagao,Mgagao,9,57,1187
1188,Ngujini,Ngujini,9,57,1188
1189,Kirya,Kirya,9,57,1189
1190,Kilomeni,Kilomeni,9,57,1190
1191,Kighare,Kighare,9,57,1191
1192,Chomvu,Chomvu,9,57,1192
1193,Kirongwe,Kirongwe,9,57,1193
1194,Kileo,Kileo,9,57,1194
1195,Lang’ata,Lang’ata,9,57,1195
1196,Mwanga,Mwanga,9,57,1196
1197,Holili,Holili,9,58,1197
1198,Mamsera,Mamsera,9,58,1198
1199,Ngoyoni,Ngoyoni,9,58,1199
1200,Manda,Manda,9,58,1200
1201,Mengwe,Mengwe,9,58,1201
1202,Mengeni,Mengeni,9,58,1202
1203,Aleni,Aleni,9,58,1203
1204,Chala,Chala,9,58,1204
1205,Mahida,Mahida,9,58,1205
1206,Mrao Keryo,Mrao Keryo,9,58,1206
1207,Kirwa Keni,Kirwa Keni,9,58,1207
1208,Katangara/Mrere,Katangara/Mrere,9,58,1208
1209,Kisale Msaranga,Kisale Msaranga,9,58,1209
1210,Olele,Olele,9,58,1210
1211,Marangu Kitowo,Marangu Kitowo,9,58,1211
1212,Kirongo Samanga,Kirongo Samanga,9,58,1212
1213,Kitirima,Kitirima,9,58,1213
1214,Kingachi,Kingachi,9,58,1214
1215,Ubetu Kahe,Ubetu Kahe,9,58,1215
1216,Nanjara,Nanjara,9,58,1216
1217,Reha,Reha,9,58,1217
1218,Tarakea Motamburu,Tarakea Motamburu,9,58,1218
1219,Makiidi,Makiidi,9,58,1219
1220,Shimbi,Shimbi,9,58,1220
1221,Shimbi Kwandele,Shimbi Kwandele,9,58,1221
1222,Ushiri/Ikuini,Ushiri/Ikuini,9,58,1222
1223,Kelamfua/Mokala,Kelamfua/Mokala,9,58,1223
1224,Mwembe,Mwembe,9,59,1224
1225,Bangalala,Bangalala,9,59,1225
1226,Mhezi,Mhezi,9,59,1226
1227,Vudee,Vudee,9,59,1227
1228,Mshewa,Mshewa,9,59,1228
1229,Msindo,Msindo,9,59,1229
1230,Kisiwani,Kisiwani,9,59,1230
1231,Hedaru,Hedaru,9,59,1231
1232,Gavao - saweni,Gavao - saweni,9,59,1232
1233,Mabilioni,Mabilioni,9,59,1233
1234,Chome,Chome,9,59,1234
1235,Makanya,Makanya,9,59,1235
1236,Tae,Tae,9,59,1236
1237,Suji,Suji,9,59,1237
1238,Vunta,Vunta,9,59,1238
1239,Kirangare,Kirangare,9,59,1239
1240,Bwambo,Bwambo,9,59,1240
1241,Myamba,Myamba,9,59,1241
1242,Mpinji,Mpinji,9,59,1242
1243,Ndungu,Ndungu,9,59,1243
1244,Kalemawe,Kalemawe,9,59,1244
1245,Maore,Maore,9,59,1245
1246,Kihurio,Kihurio,9,59,1246
1247,Bendera,Bendera,9,59,1247
1248,Mtii,Mtii,9,59,1248
1249,Lugulu,Lugulu,9,59,1249
1250,Bombo,Bombo,9,59,1250
1251,Vuje,Vuje,9,59,1251
1252,Ruvu,Ruvu,9,59,1252
1253,Njoro,Njoro,9,59,1253
1254,Vumari,Vumari,9,59,1254
1255,Stesheni,Stesheni,9,59,1255
1256,Same,Same,9,59,1256
1257,Kisima,Kisima,9,59,1257
1258,Makonde,Makonde,10,60,1258
1259,Mikumbi,Mikumbi,10,60,1259
1260,Mitandi,Mitandi,10,60,1260
1261,Matopeni,Matopeni,10,60,1261
1262,Mtanda,Mtanda,10,60,1262
1263,Mwenge,Mwenge,10,60,1263
1264,Nachingwea,Nachingwea,10,60,1264
1265,Ndoro,Ndoro,10,60,1265
1266,Wailes,Wailes,10,60,1266
1267,Rahaleo,Rahaleo,10,60,1267
1268,Rasbura,Rasbura,10,60,1268
1269,Jamhuri,Jamhuri,10,60,1269
1270,Msinjahili,Msinjahili,10,60,1270
1271,Kitumbikwela,Kitumbikwela,10,60,1271
1272,Mbanja,Mbanja,10,60,1272
1273,Ng'apa,Ng'apa,10,60,1273
1274,Chikonji,Chikonji,10,60,1274
1275,Tandangongoro,Tandangongoro,10,60,1275
1276,Mingoyo,Mingoyo,10,60,1276
1277,Mnazimmoja,Mnazimmoja,10,60,1277
1278,Nangaru,Nangaru,10,60,1278
1279,Matimba,Matimba,10,60,1279
1280,Mipingo,Mipingo,10,60,1280
1281,Kitomanga,Kitomanga,10,60,1281
1282,Milola,Milola,10,60,1282
1283,Rutamba,Rutamba,10,60,1283
1284,Kiwawa,Kiwawa,10,60,1284
1285,Kilolambwani,Kilolambwani,10,60,1285
1286,Mvuleni,Mvuleni,10,60,1286
1287,Kilangala,Kilangala,10,60,1287
1288,Mchinga,Mchinga,10,60,1288
1289,Sudi,Sudi,10,61,1289
1290,Pangatena,Pangatena,10,61,1290
1291,Nachunyu,Nachunyu,10,61,1291
1292,Navanga,Navanga,10,61,1292
1293,Mtama,Mtama,10,61,1293
1294,Majengo,Majengo,10,61,1294
1295,Nyangao,Nyangao,10,61,1295
1296,Namangale,Namangale,10,61,1296
1297,Namupa,Namupa,10,61,1297
1298,Mtua,Mtua,10,61,1298
1299,Longa,Longa,10,61,1299
